Customer ID,Age,age_band,Gender,Location,region,Item Purchased,Category,Size,Color,Season,Purchase Amount (USD),annual_frequency,Frequency of Purchases,Previous Purchases,Review Rating,Subscription Status,subscription_flag,Shipping Type,Payment Method,Discount Applied,Promo Code Used,promo_flag,estimated_annual_spend,value_tier,spend_rank_pctile,purchase_frequency_score,tenure_proxy,tenure_proxy_norm,satisfaction_flag,promo_dependency_score,promo_sensitivity_group,loyalty_A,loyalty_B,loyalty_score,customer_segment
845,59,56-65,Male,Missouri,Midwest,Sandals,Footwear,L,Purple,Winter,48,26,Bi-Weekly,44,4.4,Yes,1,Express,Venmo,Yes,Yes,1,1248,Gold,0.6875641025641026,0.49019607843137253,44,0.8775510204081632,1,0.0624249699879952,Low,0.8042016806722688,0.5919367747098839,0.8042016806722688,Champions
846,31,26-35,Male,Michigan,Midwest,Belt,Accessories,XL,Charcoal,Winter,21,12,Monthly,30,3.7,Yes,1,Standard,Venmo,Yes,Yes,1,252,Silver,0.3041025641025641,0.21568627450980393,30,0.5918367346938775,0,0.3201280512204882,Medium,0.42184873949579826,0.3018807523009204,0.42184873949579826,At-Risk
847,49,46-55,Male,Kentucky,South,Boots,Footwear,M,Pink,Spring,72,4,Quarterly,42,3.7,Yes,1,Express,Debit Card,Yes,Yes,1,288,Silver,0.3408974358974359,0.058823529411764705,42,0.8367346938775511,0,0.1536614645858343,Low,0.4605042016806723,0.3238895558223289,0.4605042016806723,At-Risk
848,53,46-55,Male,New Jersey,Northeast,Hoodie,Clothing,L,Blue,Fall,44,12,Monthly,30,4.1,Yes,1,Standard,PayPal,Yes,Yes,1,528,Silver,0.4882051282051282,0.21568627450980393,30,0.5918367346938775,1,0.3201280512204882,Medium,0.6218487394957983,0.4518807523009204,0.6218487394957983,Loyal Regulars
849,48,46-55,Male,Delaware,South,Sandals,Footwear,M,Lavender,Fall,73,26,Bi-Weekly,33,3.6,Yes,1,Store Pickup,Credit Card,Yes,Yes,1,1898,Platinum,0.7985897435897436,0.49019607843137253,33,0.6530612244897959,0,0.17687074829931973,Medium,0.5256302521008402,0.38581432573029206,0.5256302521008402,Champions
850,23,18-25,Male,Missouri,Midwest,Jeans,Clothing,S,Charcoal,Spring,61,4,Quarterly,24,4.3,Yes,1,Express,PayPal,Yes,Yes,1,244,Silver,0.29628205128205126,0.058823529411764705,24,0.46938775510204084,1,0.4993997599039615,High,0.5319327731092437,0.3820528211284514,0.5319327731092437,Loyal Regulars
851,68,66-70,Male,Connecticut,Northeast,Shoes,Footwear,L,Turquoise,Winter,20,12,Monthly,13,2.6,Yes,1,Store Pickup,Venmo,Yes,Yes,1,240,Silver,0.2925641025641026,0.21568627450980393,13,0.24489795918367346,0,0.5922368947579031,High,0.3004201680672269,0.21514605842336937,0.3004201680672269,Discount Hunters
852,35,26-35,Male,Massachusetts,Northeast,Sandals,Footwear,M,Red,Summer,86,12,Monthly,19,2.9,Yes,1,Express,Debit Card,Yes,Yes,1,1032,Gold,0.632948717948718,0.21568627450980393,19,0.3673469387755102,0,0.4961984793917567,High,0.34327731092436975,0.24575830332132856,0.34327731092436975,Discount Hunters
853,34,26-35,Male,Florida,South,Dress,Clothing,L,Yellow,Spring,60,4,Every 3 Months,23,4.2,Yes,1,Next Day Air,Debit Card,Yes,Yes,1,240,Silver,0.2925641025641026,0.058823529411764705,23,0.4489795918367347,1,0.5186074429771909,High,0.5247899159663866,0.3769507803121248,0.5247899159663866,Loyal Regulars
854,62,56-65,Male,Delaware,South,Hat,Accessories,L,Orange,Winter,43,12,Monthly,35,4.0,Yes,1,Free Shipping,Cash,Yes,Yes,1,516,Silver,0.4828205128205128,0.21568627450980393,35,0.6938775510204082,1,0.24009603841536614,Medium,0.657563025210084,0.477390956382553,0.657563025210084,Loyal Regulars
855,21,18-25,Male,California,West,Pants,Clothing,L,Blue,Spring,44,12,Monthly,22,4.3,Yes,1,Free Shipping,Venmo,Yes,Yes,1,528,Silver,0.4882051282051282,0.21568627450980393,22,0.42857142857142855,1,0.44817927170868344,Medium,0.5647058823529412,0.4110644257703081,0.5647058823529412,Loyal Regulars
856,70,66-70,Male,Oregon,West,Socks,Clothing,L,Gold,Spring,76,4,Quarterly,14,3.0,Yes,1,2-Day Shipping,Credit Card,Yes,Yes,1,304,Silver,0.3597435897435897,0.058823529411764705,14,0.2653061224489796,0,0.6914765906362544,High,0.26050420168067223,0.18103241296518607,0.26050420168067223,Discount Hunters
857,55,46-55,Male,Alaska,West,Shirt,Clothing,M,Gold,Summer,33,26,Fortnightly,47,3.5,Yes,1,Express,Debit Card,Yes,Yes,1,858,Gold,0.5862820512820512,0.49019607843137253,47,0.9387755102040817,0,0.031212484993997574,Low,0.6256302521008403,0.45724289715886357,0.6256302521008403,Champions
858,43,36-45,Male,Missouri,Midwest,Shorts,Clothing,L,Cyan,Fall,60,4,Every 3 Months,50,3.0,Yes,1,Standard,Debit Card,Yes,Yes,1,240,Silver,0.2925641025641026,0.058823529411764705,50,1.0,0,0.0,Low,0.5176470588235293,0.3647058823529412,0.5176470588235293,At-Risk
859,19,18-25,Male,Oklahoma,South,Jacket,Outerwear,L,Olive,Fall,26,52,Weekly,33,3.1,Yes,1,Free Shipping,PayPal,Yes,Yes,1,1352,Gold,0.7055128205128205,1.0,33,0.6530612244897959,0,0.0,Low,0.6785714285714285,0.5132653061224489,0.6785714285714285,Champions
860,47,46-55,Male,Wisconsin,Midwest,Hoodie,Clothing,M,Teal,Winter,73,12,Monthly,7,4.0,Yes,1,Next Day Air,Debit Card,Yes,Yes,1,876,Gold,0.59,0.21568627450980393,7,0.12244897959183673,1,0.6882753101240496,High,0.4575630252100841,0.3345338135254102,0.4575630252100841,Casual Browsers
861,26,26-35,Male,South Carolina,South,Shoes,Footwear,M,Maroon,Spring,87,12,Monthly,3,4.1,Yes,1,Standard,Cash,Yes,Yes,1,1044,Gold,0.6376923076923077,0.21568627450980393,3,0.04081632653061224,1,0.7523009203681472,High,0.4289915966386555,0.3141256502601041,0.4289915966386555,Casual Browsers
862,46,46-55,Male,Virginia,South,Skirt,Clothing,XL,Green,Spring,100,4,Every 3 Months,35,3.7,Yes,1,2-Day Shipping,Credit Card,Yes,Yes,1,400,Silver,0.4642307692307692,0.058823529411764705,35,0.6938775510204082,0,0.28811524609843936,Medium,0.41050420168067225,0.2881752701080432,0.41050420168067225,At-Risk
863,19,18-25,Male,Arkansas,South,Coat,Outerwear,M,Charcoal,Winter,84,26,Fortnightly,13,4.9,Yes,1,Standard,PayPal,Yes,Yes,1,2184,Platinum,0.8426923076923077,0.49019607843137253,13,0.24489795918367346,1,0.384953981592637,Medium,0.5827731092436974,0.43377350940376147,0.5827731092436974,Champions
864,49,46-55,Male,Vermont,Northeast,Sneakers,Footwear,M,Cyan,Summer,41,26,Fortnightly,42,3.9,Yes,1,Standard,PayPal,Yes,Yes,1,1066,Gold,0.6428205128205128,0.49019607843137253,42,0.8367346938775511,0,0.0832332933173269,Low,0.5899159663865546,0.43173269307723094,0.5899159663865546,Champions
865,51,46-55,Male,Kentucky,South,Jeans,Clothing,S,Charcoal,Winter,59,1,Annually,5,3.9,Yes,1,Next Day Air,PayPal,Yes,Yes,1,59,Bronze,0.07282051282051281,0.0,5,0.08163265306122448,0,0.9183673469387755,High,0.17857142857142855,0.12040816326530612,0.17857142857142855,Discount Hunters
866,64,56-65,Male,Colorado,West,Blouse,Clothing,L,Charcoal,Winter,26,1,Annually,23,4.8,Yes,1,Store Pickup,Venmo,Yes,Yes,1,26,Bronze,0.011666666666666667,0.0,23,0.4489795918367347,1,0.5510204081632653,High,0.5071428571428571,0.3622448979591837,0.5071428571428571,Casual Browsers
867,67,66-70,Male,New Mexico,West,Sunglasses,Accessories,M,Lavender,Summer,69,26,Bi-Weekly,11,2.7,Yes,1,Free Shipping,PayPal,Yes,Yes,1,1794,Platinum,0.7817948717948718,0.49019607843137253,11,0.20408163265306123,0,0.40576230492196874,Medium,0.36848739495798316,0.2735694277711085,0.36848739495798316,At-Risk
868,37,36-45,Male,Colorado,West,Jacket,Outerwear,M,Turquoise,Spring,20,26,Fortnightly,23,3.1,Yes,1,Free Shipping,Bank Transfer,Yes,Yes,1,520,Silver,0.48538461538461536,0.49019607843137253,23,0.4489795918367347,0,0.2809123649459783,Medium,0.45420168067226885,0.3347939175670268,0.45420168067226885,At-Risk
869,40,36-45,Male,North Carolina,South,Dress,Clothing,M,Green,Summer,83,4,Every 3 Months,2,3.2,Yes,1,Next Day Air,Credit Card,Yes,Yes,1,332,Silver,0.3893589743589744,0.058823529411764705,2,0.02040816326530612,0,0.921968787515006,High,0.17478991596638654,0.11980792316926771,0.17478991596638654,Discount Hunters
870,38,36-45,Male,New Hampshire,Northeast,Hat,Accessories,M,Silver,Spring,54,52,Weekly,33,2.7,Yes,1,2-Day Shipping,PayPal,Yes,Yes,1,2808,Platinum,0.9248717948717948,1.0,33,0.6530612244897959,0,0.0,Low,0.6785714285714285,0.5132653061224489,0.6785714285714285,Champions
871,66,66-70,Male,West Virginia,South,Hoodie,Clothing,M,Blue,Fall,66,26,Bi-Weekly,6,2.5,Yes,1,Standard,Bank Transfer,Yes,Yes,1,1716,Platinum,0.7643589743589744,0.49019607843137253,6,0.10204081632653061,0,0.4577831132452981,High,0.3327731092436974,0.24805922368947578,0.3327731092436974,Discount Hunters
872,47,46-55,Male,Hawaii,West,Handbag,Accessories,M,Charcoal,Spring,42,4,Quarterly,45,2.6,Yes,1,Next Day Air,Debit Card,Yes,Yes,1,168,Bronze,0.2353846153846154,0.058823529411764705,45,0.8979591836734694,0,0.09603841536614646,Low,0.48193277310924365,0.33919567827130853,0.48193277310924365,At-Risk
873,56,56-65,Male,North Dakota,Midwest,Jeans,Clothing,M,Pink,Spring,33,4,Quarterly,25,2.9,Yes,1,Standard,Cash,Yes,Yes,1,132,Bronze,0.1985897435897436,0.058823529411764705,25,0.4897959183673469,0,0.4801920768307323,High,0.3390756302521008,0.23715486194477792,0.3390756302521008,Discount Hunters
874,51,46-55,Male,Mississippi,South,Boots,Footwear,M,Pink,Summer,77,4,Quarterly,24,4.2,Yes,1,Free Shipping,Venmo,Yes,Yes,1,308,Silver,0.36423076923076925,0.058823529411764705,24,0.46938775510204084,1,0.4993997599039615,High,0.5319327731092437,0.3820528211284514,0.5319327731092437,Loyal Regulars
875,25,18-25,Male,Maine,Northeast,Jacket,Outerwear,M,Magenta,Fall,65,4,Every 3 Months,10,4.4,Yes,1,Free Shipping,Venmo,Yes,Yes,1,260,Silver,0.31384615384615383,0.058823529411764705,10,0.1836734693877551,1,0.7683073229291717,High,0.4319327731092437,0.31062424969987995,0.4319327731092437,Casual Browsers
876,37,36-45,Male,North Dakota,Midwest,Sandals,Footwear,L,Gray,Summer,39,4,Every 3 Months,7,4.1,Yes,1,Free Shipping,Bank Transfer,Yes,Yes,1,156,Bronze,0.2241025641025641,0.058823529411764705,7,0.12244897959183673,1,0.8259303721488596,High,0.41050420168067225,0.29531812725090034,0.41050420168067225,Casual Browsers
877,41,36-45,Male,Nebraska,Midwest,Belt,Accessories,L,Gray,Summer,51,52,Weekly,1,3.8,Yes,1,2-Day Shipping,Debit Card,Yes,Yes,1,2652,Platinum,0.9202564102564103,1.0,1,0.0,0,0.0,Low,0.44999999999999996,0.35,0.44999999999999996,At-Risk
878,64,56-65,Male,Nebraska,Midwest,Handbag,Accessories,M,Orange,Winter,65,4,Every 3 Months,45,4.9,Yes,1,Next Day Air,Venmo,Yes,Yes,1,260,Silver,0.31384615384615383,0.058823529411764705,45,0.8979591836734694,1,0.09603841536614646,Low,0.6819327731092437,0.4891956782713085,0.6819327731092437,Loyal Regulars
879,23,18-25,Male,Tennessee,South,Sunglasses,Accessories,S,Black,Summer,89,52,Weekly,37,4.9,Yes,1,Express,Debit Card,Yes,Yes,1,4628,Platinum,0.9811538461538462,1.0,37,0.7346938775510204,1,0.0,Low,0.9071428571428571,0.6836734693877551,0.9071428571428571,Champions
880,62,56-65,Male,Wyoming,West,Skirt,Clothing,S,Lavender,Spring,76,4,Quarterly,14,4.1,Yes,1,Free Shipping,PayPal,Yes,Yes,1,304,Silver,0.3597435897435897,0.058823529411764705,14,0.2653061224489796,1,0.6914765906362544,High,0.4605042016806723,0.33103241296518604,0.4605042016806723,Casual Browsers
881,39,36-45,Male,Nevada,West,Backpack,Accessories,L,Red,Spring,75,12,Monthly,25,3.1,Yes,1,Express,Debit Card,Yes,Yes,1,900,Gold,0.595,0.21568627450980393,25,0.4897959183673469,0,0.4001600640256103,Medium,0.38613445378151257,0.27637054821928775,0.38613445378151257,At-Risk
882,52,46-55,Male,South Carolina,South,Sandals,Footwear,M,Silver,Summer,61,1,Annually,18,2.7,Yes,1,Next Day Air,Venmo,Yes,Yes,1,61,Bronze,0.07602564102564102,0.0,18,0.3469387755102041,0,0.653061224489796,High,0.2714285714285714,0.18673469387755104,0.2714285714285714,Discount Hunters
883,50,46-55,Male,Virginia,South,Boots,Footwear,M,Cyan,Fall,35,4,Every 3 Months,37,3.8,Yes,1,Next Day Air,Cash,Yes,Yes,1,140,Bronze,0.2058974358974359,0.058823529411764705,37,0.7346938775510204,0,0.24969987995198076,Medium,0.4247899159663865,0.2983793517406963,0.4247899159663865,At-Risk
884,28,26-35,Male,Pennsylvania,Northeast,Sneakers,Footwear,S,Gold,Fall,37,12,Monthly,30,4.3,Yes,1,Free Shipping,Bank Transfer,Yes,Yes,1,444,Silver,0.47205128205128205,0.21568627450980393,30,0.5918367346938775,1,0.3201280512204882,Medium,0.6218487394957983,0.4518807523009204,0.6218487394957983,Loyal Regulars
885,67,66-70,Male,Hawaii,West,Skirt,Clothing,L,Yellow,Winter,91,52,Weekly,34,4.1,Yes,1,Express,Bank Transfer,Yes,Yes,1,4732,Platinum,0.9851282051282051,1.0,34,0.673469387755102,1,0.0,Low,0.8857142857142858,0.6683673469387755,0.8857142857142858,Champions
886,41,36-45,Male,Ohio,Midwest,Dress,Clothing,L,Purple,Fall,99,4,Every 3 Months,49,4.4,Yes,1,Free Shipping,Debit Card,Yes,Yes,1,396,Silver,0.4591025641025641,0.058823529411764705,49,0.9795918367346939,1,0.01920768307322931,Low,0.7105042016806723,0.5096038415366146,0.7105042016806723,Loyal Regulars
887,19,18-25,Male,Utah,West,Shorts,Clothing,S,Brown,Summer,54,12,Monthly,48,3.6,Yes,1,Express,Bank Transfer,Yes,Yes,1,648,Gold,0.5247435897435897,0.21568627450980393,48,0.9591836734693877,0,0.032012805122048855,Low,0.5504201680672268,0.3937174869947979,0.5504201680672268,Champions
888,70,66-70,Male,Minnesota,Midwest,Handbag,Accessories,L,Turquoise,Winter,47,26,Fortnightly,33,3.3,Yes,1,2-Day Shipping,PayPal,Yes,Yes,1,1222,Gold,0.683076923076923,0.49019607843137253,33,0.6530612244897959,0,0.17687074829931973,Medium,0.5256302521008402,0.38581432573029206,0.5256302521008402,Champions
889,49,46-55,Male,New Hampshire,Northeast,Scarf,Accessories,S,Gold,Spring,77,1,Annually,44,3.8,Yes,1,Express,Cash,Yes,Yes,1,77,Bronze,0.10217948717948717,0.0,44,0.8775510204081632,0,0.12244897959183676,Low,0.4571428571428571,0.3193877551020408,0.4571428571428571,At-Risk
890,59,56-65,Male,Arizona,West,Belt,Accessories,S,Olive,Fall,84,52,Weekly,50,2.8,Yes,1,Free Shipping,Venmo,Yes,Yes,1,4368,Platinum,0.9726923076923077,1.0,50,1.0,0,0.0,Low,0.7999999999999999,0.6,0.7999999999999999,Champions
891,52,46-55,Male,New York,Northeast,Gloves,Accessories,S,Purple,Spring,51,12,Monthly,47,4.3,Yes,1,2-Day Shipping,Credit Card,Yes,Yes,1,612,Gold,0.5137179487179487,0.21568627450980393,47,0.9387755102040817,1,0.048019207683073196,Low,0.7432773109243698,0.5386154461784713,0.7432773109243698,Champions
892,20,18-25,Male,Pennsylvania,Northeast,Skirt,Clothing,S,Lavender,Summer,26,4,Every 3 Months,24,3.9,Yes,1,Store Pickup,PayPal,Yes,Yes,1,104,Bronze,0.17294871794871794,0.058823529411764705,24,0.46938775510204084,0,0.4993997599039615,High,0.3319327731092437,0.23205282112845138,0.3319327731092437,Discount Hunters
893,31,26-35,Male,New Mexico,West,Shorts,Clothing,L,Gray,Summer,64,12,Monthly,43,2.7,Yes,1,Free Shipping,Debit Card,Yes,Yes,1,768,Gold,0.5601282051282052,0.21568627450980393,43,0.8571428571428571,0,0.1120448179271709,Low,0.5147058823529411,0.3682072829131653,0.5147058823529411,At-Risk
894,33,26-35,Male,Nebraska,Midwest,Backpack,Accessories,M,Red,Spring,51,12,Monthly,14,4.7,Yes,1,Express,Venmo,Yes,Yes,1,612,Gold,0.5137179487179487,0.21568627450980393,14,0.2653061224489796,1,0.5762304921968787,High,0.507563025210084,0.3702480992396959,0.507563025210084,Casual Browsers
895,44,36-45,Male,Wyoming,West,Hoodie,Clothing,L,Purple,Spring,60,4,Quarterly,3,3.8,Yes,1,Free Shipping,Debit Card,Yes,Yes,1,240,Silver,0.2925641025641026,0.058823529411764705,3,0.04081632653061224,0,0.9027611044417767,High,0.1819327731092437,0.12490996398559424,0.1819327731092437,Discount Hunters
896,40,36-45,Male,Mississippi,South,Hat,Accessories,XL,Olive,Spring,69,4,Quarterly,33,4.7,Yes,1,Next Day Air,Debit Card,Yes,Yes,1,276,Silver,0.3283333333333333,0.058823529411764705,33,0.6530612244897959,1,0.326530612244898,Medium,0.596218487394958,0.4279711884753902,0.596218487394958,Loyal Regulars
897,69,66-70,Male,Arkansas,South,Jewelry,Accessories,M,Lavender,Spring,29,26,Fortnightly,38,4.7,Yes,1,Express,Cash,Yes,Yes,1,754,Gold,0.555,0.49019607843137253,38,0.7551020408163265,1,0.1248499399759904,Low,0.761344537815126,0.5613245298119247,0.761344537815126,Champions
898,29,26-35,Male,Illinois,Midwest,Shirt,Clothing,M,Gray,Spring,91,52,Weekly,46,3.4,Yes,1,Express,Venmo,Yes,Yes,1,4732,Platinum,0.9851282051282051,1.0,46,0.9183673469387755,0,0.0,Low,0.7714285714285715,0.5795918367346938,0.7714285714285715,Champions
899,54,46-55,Male,Nevada,West,Belt,Accessories,L,Red,Spring,70,4,Every 3 Months,19,3.5,Yes,1,2-Day Shipping,Bank Transfer,Yes,Yes,1,280,Silver,0.33179487179487177,0.058823529411764705,19,0.3673469387755102,0,0.5954381752701081,High,0.29621848739495793,0.20654261704681876,0.29621848739495793,Discount Hunters
900,65,56-65,Male,Rhode Island,Northeast,Sweater,Clothing,M,Peach,Summer,58,1,Annually,20,4.0,Yes,1,Standard,PayPal,Yes,Yes,1,58,Bronze,0.07064102564102565,0.0,20,0.3877551020408163,1,0.6122448979591837,High,0.48571428571428577,0.3469387755102041,0.48571428571428577,Casual Browsers
901,54,46-55,Male,West Virginia,South,Hat,Accessories,L,Gray,Fall,98,4,Quarterly,42,3.3,Yes,1,Free Shipping,Bank Transfer,Yes,Yes,1,392,Silver,0.4532051282051282,0.058823529411764705,42,0.8367346938775511,0,0.1536614645858343,Low,0.4605042016806723,0.3238895558223289,0.4605042016806723,At-Risk
902,60,56-65,Male,Missouri,Midwest,Scarf,Accessories,L,Violet,Summer,68,12,Monthly,34,4.7,Yes,1,2-Day Shipping,Cash,Yes,Yes,1,816,Gold,0.5735897435897436,0.21568627450980393,34,0.673469387755102,1,0.25610244097639057,Medium,0.6504201680672269,0.47228891556622643,0.6504201680672269,Champions
903,43,36-45,Male,Kentucky,South,Hat,Accessories,M,Beige,Summer,44,12,Monthly,5,2.8,Yes,1,Next Day Air,Cash,Yes,Yes,1,528,Silver,0.4882051282051282,0.21568627450980393,5,0.08163265306122448,0,0.7202881152460985,High,0.24327731092436974,0.1743297318927571,0.24327731092436974,Discount Hunters
904,44,36-45,Male,Washington,West,Jacket,Outerwear,M,Blue,Winter,45,4,Quarterly,3,3.3,Yes,1,Express,PayPal,Yes,Yes,1,180,Bronze,0.24474358974358976,0.058823529411764705,3,0.04081632653061224,0,0.9027611044417767,High,0.1819327731092437,0.12490996398559424,0.1819327731092437,Discount Hunters
905,69,66-70,Male,Alaska,West,T-shirt,Clothing,L,Magenta,Spring,99,4,Every 3 Months,46,2.9,Yes,1,Free Shipping,PayPal,Yes,Yes,1,396,Silver,0.4591025641025641,0.058823529411764705,46,0.9183673469387755,0,0.07683073229291715,Low,0.48907563025210077,0.34429771908763507,0.48907563025210077,At-Risk
906,46,46-55,Male,Mississippi,South,Dress,Clothing,S,Cyan,Spring,68,1,Annually,16,2.8,Yes,1,Standard,Venmo,Yes,Yes,1,68,Bronze,0.08897435897435897,0.0,16,0.30612244897959184,0,0.6938775510204082,High,0.2571428571428571,0.17653061224489797,0.2571428571428571,Discount Hunters
907,41,36-45,Male,South Carolina,South,Pants,Clothing,M,Red,Spring,56,26,Bi-Weekly,21,4.2,Yes,1,Standard,Debit Card,Yes,Yes,1,1456,Gold,0.7216666666666667,0.49019607843137253,21,0.40816326530612246,1,0.3017206882753101,Medium,0.6399159663865546,0.47458983593437376,0.6399159663865546,Champions
908,32,26-35,Male,Missouri,Midwest,Sweater,Clothing,L,Cyan,Winter,43,26,Bi-Weekly,34,4.4,Yes,1,Express,Credit Card,Yes,Yes,1,1118,Gold,0.6566666666666666,0.49019607843137253,34,0.673469387755102,1,0.16646658663465386,Medium,0.7327731092436974,0.5409163665466186,0.7327731092436974,Champions
909,26,26-35,Male,New Jersey,Northeast,Sunglasses,Accessories,M,Turquoise,Winter,99,4,Every 3 Months,9,3.6,Yes,1,Free Shipping,PayPal,Yes,Yes,1,396,Silver,0.4591025641025641,0.058823529411764705,9,0.16326530612244897,0,0.787515006002401,High,0.22478991596638653,0.15552220888355342,0.22478991596638653,Discount Hunters
910,61,56-65,Male,Louisiana,South,Belt,Accessories,L,Silver,Fall,56,52,Weekly,36,2.7,Yes,1,Express,PayPal,Yes,Yes,1,2912,Platinum,0.928076923076923,1.0,36,0.7142857142857143,0,0.0,Low,0.7000000000000001,0.5285714285714286,0.7000000000000001,Champions
911,49,46-55,Male,South Carolina,South,Hoodie,Clothing,S,Pink,Spring,25,12,Monthly,22,3.4,Yes,1,Express,Credit Card,Yes,Yes,1,300,Silver,0.355,0.21568627450980393,22,0.42857142857142855,0,0.44817927170868344,Medium,0.3647058823529412,0.2610644257703081,0.3647058823529412,Discount Hunters
912,53,46-55,Male,Vermont,Northeast,Pants,Clothing,M,Black,Winter,74,4,Quarterly,2,2.8,Yes,1,2-Day Shipping,Bank Transfer,Yes,Yes,1,296,Silver,0.35025641025641024,0.058823529411764705,2,0.02040816326530612,0,0.921968787515006,High,0.17478991596638654,0.11980792316926771,0.17478991596638654,Discount Hunters
913,24,18-25,Male,Arkansas,South,Hoodie,Clothing,M,Green,Winter,56,12,Monthly,32,3.4,Yes,1,Next Day Air,Bank Transfer,Yes,Yes,1,672,Gold,0.5326923076923077,0.21568627450980393,32,0.6326530612244898,0,0.28811524609843936,Medium,0.4361344537815126,0.31208483393357345,0.4361344537815126,At-Risk
914,37,36-45,Male,Utah,West,Sneakers,Footwear,M,Yellow,Fall,47,4,Every 3 Months,29,2.6,Yes,1,Next Day Air,Cash,Yes,Yes,1,188,Bronze,0.25076923076923074,0.058823529411764705,29,0.5714285714285714,0,0.40336134453781514,Medium,0.3676470588235294,0.257563025210084,0.3676470588235294,At-Risk
915,43,36-45,Male,Washington,West,Dress,Clothing,L,Purple,Summer,67,4,Every 3 Months,27,4.1,Yes,1,Standard,Venmo,Yes,Yes,1,268,Silver,0.3212820512820513,0.058823529411764705,27,0.5306122448979592,1,0.44177671068427365,Medium,0.5533613445378152,0.39735894357743096,0.5533613445378152,Loyal Regulars
916,31,26-35,Male,Rhode Island,Northeast,Dress,Clothing,L,Purple,Winter,22,26,Fortnightly,33,2.9,Yes,1,Store Pickup,Credit Card,Yes,Yes,1,572,Silver,0.5010256410256411,0.49019607843137253,33,0.6530612244897959,0,0.17687074829931973,Medium,0.5256302521008402,0.38581432573029206,0.5256302521008402,Loyal Regulars
917,49,46-55,Male,Illinois,Midwest,Jeans,Clothing,S,Blue,Spring,34,12,Monthly,16,2.7,Yes,1,Standard,Venmo,Yes,Yes,1,408,Silver,0.4667948717948718,0.21568627450980393,16,0.30612244897959184,0,0.5442176870748299,High,0.3218487394957983,0.23045218087234895,0.3218487394957983,Discount Hunters
918,69,66-70,Male,Missouri,Midwest,Sweater,Clothing,M,Maroon,Spring,64,4,Quarterly,11,3.7,Yes,1,Standard,Bank Transfer,Yes,Yes,1,256,Silver,0.3101282051282051,0.058823529411764705,11,0.20408163265306123,0,0.7490996398559424,High,0.23907563025210082,0.1657262905162065,0.23907563025210082,Discount Hunters
919,65,56-65,Male,North Carolina,South,Shorts,Clothing,M,Orange,Spring,42,26,Fortnightly,11,4.3,Yes,1,2-Day Shipping,Cash,Yes,Yes,1,1092,Gold,0.65,0.49019607843137253,11,0.20408163265306123,1,0.40576230492196874,Medium,0.5684873949579832,0.4235694277711084,0.5684873949579832,Champions
920,41,36-45,Male,Massachusetts,Northeast,Shirt,Clothing,L,Green,Winter,82,26,Bi-Weekly,17,2.6,Yes,1,2-Day Shipping,Debit Card,Yes,Yes,1,2132,Platinum,0.833076923076923,0.49019607843137253,17,0.32653061224489793,0,0.3433373349339736,Medium,0.41134453781512603,0.3041816726690676,0.41134453781512603,At-Risk
921,37,36-45,Male,Arkansas,South,Belt,Accessories,XL,Gold,Summer,81,52,Weekly,37,4.3,Yes,1,Free Shipping,Cash,Yes,Yes,1,4212,Platinum,0.9675641025641025,1.0,37,0.7346938775510204,1,0.0,Low,0.9071428571428571,0.6836734693877551,0.9071428571428571,Champions
922,70,66-70,Male,South Dakota,Midwest,Coat,Outerwear,L,Silver,Summer,24,52,Weekly,18,4.1,Yes,1,Express,PayPal,Yes,Yes,1,1248,Gold,0.6875641025641026,1.0,18,0.3469387755102041,1,0.0,Low,0.7714285714285715,0.586734693877551,0.7714285714285715,Champions
923,63,56-65,Male,Georgia,South,Sneakers,Footwear,M,Cyan,Fall,60,12,Monthly,13,4.2,Yes,1,Standard,Credit Card,Yes,Yes,1,720,Gold,0.5455128205128205,0.21568627450980393,13,0.24489795918367346,1,0.5922368947579031,High,0.5004201680672269,0.36514605842336934,0.5004201680672269,Casual Browsers
924,55,46-55,Male,Arkansas,South,Shirt,Clothing,M,Silver,Spring,24,52,Weekly,7,4.2,Yes,1,2-Day Shipping,PayPal,Yes,Yes,1,1248,Gold,0.6875641025641026,1.0,7,0.12244897959183673,1,0.0,Low,0.692857142857143,0.5306122448979591,0.692857142857143,Champions
925,52,46-55,Male,Kansas,Midwest,Socks,Clothing,XL,Beige,Winter,78,4,Quarterly,37,3.1,Yes,1,Standard,Cash,Yes,Yes,1,312,Silver,0.36935897435897436,0.058823529411764705,37,0.7346938775510204,0,0.24969987995198076,Medium,0.4247899159663865,0.2983793517406963,0.4247899159663865,At-Risk
926,22,18-25,Male,Arizona,West,Jeans,Clothing,L,Teal,Winter,88,12,Monthly,8,4.9,Yes,1,Express,Cash,Yes,Yes,1,1056,Gold,0.6393589743589744,0.21568627450980393,8,0.14285714285714285,1,0.6722689075630253,High,0.4647058823529412,0.3396358543417367,0.4647058823529412,Casual Browsers
927,54,46-55,Male,Massachusetts,Northeast,Jeans,Clothing,XL,Green,Spring,63,26,Bi-Weekly,11,4.4,Yes,1,Express,Cash,Yes,Yes,1,1638,Gold,0.7492307692307693,0.49019607843137253,11,0.20408163265306123,1,0.40576230492196874,Medium,0.5684873949579832,0.4235694277711084,0.5684873949579832,Champions
